Gene name,Gene stable ID version,Human gene stable ID,Human gene name
Zfp455,ENSMUSG00000051037.15,ENSG00000197013,ZNF429
Rxfp2,ENSMUSG00000053368.13,ENSG00000133105,RXFP2
Gtf3c3,ENSMUSG00000041303.7,ENSG00000119041,GTF3C3
Triml2,ENSMUSG00000091490.3,ENSG00000179046,TRIML2
Inka2,ENSMUSG00000048458.8,ENSG00000197852,INKA2
C1ql3,ENSMUSG00000049630.6,ENSG00000165985,C1QL3
Sergef,ENSMUSG00000030839.12,ENSG00000129158,SERGEF
Pde12,ENSMUSG00000043702.9,ENSG00000174840,PDE12
Palm,ENSMUSG00000035863.14,ENSG00000099864,PALM
Acp7,ENSMUSG00000037469.11,ENSG00000183760,ACP7
Rspo4,ENSMUSG00000032852.3,ENSG00000101282,RSPO4
Parp11,ENSMUSG00000037997.12,ENSG00000111224,PARP11
Spr,ENSMUSG00000033735.9,ENSG00000116096,SPR
Pdlim7,ENSMUSG00000021493.15,ENSG00000196923,PDLIM7
Dcaf12l2,ENSMUSG00000050926.5,ENSG00000198354,DCAF12L2
Arf4,ENSMUSG00000021877.12,ENSG00000168374,ARF4
Cpsf4,ENSMUSG00000029625.16,ENSG00000160917,CPSF4
Mfn1,ENSMUSG00000027668.13,ENSG00000171109,MFN1
Cnpy1,ENSMUSG00000044681.19,ENSG00000146910,CNPY1
Bmt2,ENSMUSG00000042742.7,ENSG00000164603,BMT2
Fhl5,ENSMUSG00000028259.13,ENSG00000112214,FHL5
Dtd1,ENSMUSG00000027430.12,ENSG00000125821,DTD1
Dtd1,ENSMUSG00000027430.12,ENSG00000284776,AL121900.1
Git1,ENSMUSG00000011877.13,ENSG00000108262,GIT1
Angpt4,ENSMUSG00000027460.7,ENSG00000101280,ANGPT4
Cdca3,ENSMUSG00000023505.13,ENSG00000111665,CDCA3
H2al1o,ENSMUSG00000061065.3,ENSG00000229674,H2AL1RP
Sptbn4,ENSMUSG00000011751.16,ENSG00000160460,SPTBN4
Dym,ENSMUSG00000035765.10,ENSG00000141627,DYM
Ddc,ENSMUSG00000020182.16,ENSG00000132437,DDC
Zfp69,ENSMUSG00000064141.14,ENSG00000187815,ZFP69
C1d,ENSMUSG00000000581.8,ENSG00000197223,C1D
Cnih1,ENSMUSG00000015759.11,ENSG00000100528,CNIH1
Zfp42,ENSMUSG00000051176.6,ENSG00000179059,ZFP42
Crlf1,ENSMUSG00000007888.15,ENSG00000006016,CRLF1
Carns1,ENSMUSG00000075289.5,ENSG00000172508,CARNS1
Cntn6,ENSMUSG00000030092.14,ENSG00000134115,CNTN6
Fam174b,ENSMUSG00000078670.3,ENSG00000185442,FAM174B
Crtam,ENSMUSG00000032021.14,ENSG00000109943,CRTAM
Gadd45g,ENSMUSG00000021453.2,ENSG00000130222,GADD45G
Gpr63,ENSMUSG00000040372.2,ENSG00000112218,GPR63
Olfr1416,ENSMUSG00000067064.4,ENSG00000178586,OR6B3
Olfr1416,ENSMUSG00000067064.4,ENSG00000182083,OR6B2
Oxld1,ENSMUSG00000039670.2,ENSG00000204237,OXLD1
Npc1,ENSMUSG00000024413.14,ENSG00000141458,NPC1
Qser1,ENSMUSG00000074994.6,ENSG00000060749,QSER1
Dennd6a,ENSMUSG00000040818.10,ENSG00000174839,DENND6A
Nova2,ENSMUSG00000030411.16,ENSG00000104967,NOVA2
Ufl1,ENSMUSG00000040359.14,ENSG00000014123,UFL1
Zfp235,ENSMUSG00000047603.9,ENSG00000159915,ZNF233
Cers6,ENSMUSG00000027035.10,ENSG00000172292,CERS6
Snx10,ENSMUSG00000038301.15,ENSG00000086300,SNX10
Med6,ENSMUSG00000002679.14,ENSG00000133997,MED6
Tmem97,ENSMUSG00000037278.9,ENSG00000109084,TMEM97
Pcbd1,ENSMUSG00000020098.7,ENSG00000166228,PCBD1
Tbc1d10c,ENSMUSG00000040247.6,ENSG00000175463,TBC1D10C
Dcaf12l1,ENSMUSG00000045284.9,ENSG00000198354,DCAF12L2
Zfp114,ENSMUSG00000068962.7,ENSG00000159915,ZNF233
Klf14,ENSMUSG00000073209.4,ENSG00000266265,KLF14
Gm21586,ENSMUSG00000095234.2,ENSG00000187186,AL162231.1
Tgm6,ENSMUSG00000027403.12,ENSG00000166948,TGM6
Rap1a,ENSMUSG00000068798.10,ENSG00000116473,RAP1A
Dusp4,ENSMUSG00000031530.6,ENSG00000120875,DUSP4
Sparc,ENSMUSG00000018593.13,ENSG00000113140,SPARC
Nanos2,ENSMUSG00000051965.8,ENSG00000188425,NANOS2
Tspan2,ENSMUSG00000027858.13,ENSG00000134198,TSPAN2
Rasef,ENSMUSG00000043003.14,ENSG00000165105,RASEF
Nupr1,ENSMUSG00000030717.9,ENSG00000176046,NUPR1
Zfp664,ENSMUSG00000079215.8,ENSG00000179195,ZNF664
Crocc2,ENSMUSG00000084989.3,ENSG00000226321,CROCC2
Eif2b5,ENSMUSG00000003235.13,ENSG00000145191,EIF2B5
Spata22,ENSMUSG00000112920.1,ENSG00000141255,SPATA22
Zc3hav1l,ENSMUSG00000047749.2,ENSG00000146858,ZC3HAV1L
C8a,ENSMUSG00000035031.15,ENSG00000157131,C8A
Olfr1174,ENSMUSG00000080713.3,ENSG00000186886,OR5D3P
Sec22a,ENSMUSG00000034473.14,ENSG00000121542,SEC22A
Gm32802,ENSMUSG00000112252.1,ENSG00000096401,CDC5L
Itga7,ENSMUSG00000025348.9,ENSG00000135424,ITGA7
Nlrp9a,ENSMUSG00000054102.15,ENSG00000185792,NLRP9
Car4,ENSMUSG00000000805.18,ENSG00000167434,CA4
Top2a,ENSMUSG00000020914.17,ENSG00000131747,TOP2A
Olfr1415,ENSMUSG00000057464.4,ENSG00000178586,OR6B3
Olfr1415,ENSMUSG00000057464.4,ENSG00000182083,OR6B2
Kank1,ENSMUSG00000032702.16,ENSG00000107104,KANK1
Olfr1414,ENSMUSG00000042849.11,ENSG00000178586,OR6B3
Olfr1414,ENSMUSG00000042849.11,ENSG00000182083,OR6B2
Rps15,ENSMUSG00000063457.14,ENSG00000115268,RPS15
Cd209b,ENSMUSG00000065987.12,ENSG00000090659,CD209
Gm49340,ENSMUSG00000069825.12,ENSG00000141255,SPATA22
Znrf3,ENSMUSG00000041961.14,ENSG00000183579,ZNRF3
Cul4a,ENSMUSG00000031446.14,ENSG00000139842,CUL4A
Fpr1,ENSMUSG00000045551.7,ENSG00000171051,FPR1
Atp8b3,ENSMUSG00000003341.9,ENSG00000130270,ATP8B3
Smap2,ENSMUSG00000032870.8,ENSG00000084070,SMAP2
Gm16405,ENSMUSG00000096468.7,ENSG00000139351,SYCP3
Tshb,ENSMUSG00000027857.10,ENSG00000134200,TSHB
Rtbdn,ENSMUSG00000048617.16,ENSG00000132026,RTBDN
Slc25a1,ENSMUSG00000003528.15,ENSG00000100075,SLC25A1
Zfp354a,ENSMUSG00000020364.14,ENSG00000169131,ZNF354A
Dynlt3,ENSMUSG00000031176.8,ENSG00000165169,DYNLT3
Gm16430,ENSMUSG00000094714.7,ENSG00000139351,SYCP3
Emx1,ENSMUSG00000033726.8,ENSG00000135638,EMX1
Ezr,ENSMUSG00000052397.8,ENSG00000092820,EZR
Gnpda2,ENSMUSG00000029209.15,ENSG00000163281,GNPDA2
Fpr-rs4,ENSMUSG00000048062.4,ENSG00000187474,FPR3
Cklf,ENSMUSG00000054400.16,ENSG00000217555,CKLF
Mrps24,ENSMUSG00000020477.10,ENSG00000062582,MRPS24
Olfr1175,ENSMUSG00000083855.6,ENSG00000186886,OR5D3P
Sgf29,ENSMUSG00000030714.14,ENSG00000176476,SGF29
Tmigd3,ENSMUSG00000118531.1,ENSG00000282608,ADORA3
Akap10,ENSMUSG00000047804.15,ENSG00000108599,AKAP10
Phb,ENSMUSG00000038845.11,ENSG00000167085,PHB
Hsdl1,ENSMUSG00000034189.5,ENSG00000103160,HSDL1
Adora3,ENSMUSG00000000562.5,ENSG00000282608,ADORA3
Ascc3,ENSMUSG00000038774.9,ENSG00000112249,ASCC3
Spcs1,ENSMUSG00000021917.16,ENSG00000114902,SPCS1
Iltifb,ENSMUSG00000090461.2,ENSG00000127318,IL22
Lifr,ENSMUSG00000054263.12,ENSG00000113594,LIFR
H2ap,ENSMUSG00000040456.2,ENSG00000187516,H2AP
Adamts2,ENSMUSG00000036545.9,ENSG00000087116,ADAMTS2
Scp2d1,ENSMUSG00000027431.5,ENSG00000132631,SCP2D1
Tsc22d2,ENSMUSG00000027806.9,ENSG00000196428,TSC22D2
Mettl7b,ENSMUSG00000025347.4,ENSG00000170439,METTL7B
Tmigd3,ENSMUSG00000074344.7,ENSG00000121933,TMIGD3
Gpr85,ENSMUSG00000048216.13,ENSG00000164604,GPR85
Tdpoz8,ENSMUSG00000096879.2,ENSG00000121067,SPOP
Prr32,ENSMUSG00000037086.3,ENSG00000183631,PRR32
Gm9040,ENSMUSG00000112814.1,ENSG00000096401,CDC5L
Cfap300,ENSMUSG00000053070.5,ENSG00000137691,CFAP300
Atp9b,ENSMUSG00000024566.10,ENSG00000166377,ATP9B
Gm9044,ENSMUSG00000112419.1,ENSG00000096401,CDC5L
Mzt2,ENSMUSG00000022671.13,ENSG00000152082,MZT2B
Mzt2,ENSMUSG00000022671.13,ENSG00000173272,MZT2A
Gm34066,ENSMUSG00000109809.1,ENSG00000187944,C2orf66
Ano1,ENSMUSG00000031075.19,ENSG00000131620,ANO1
Zfp109,ENSMUSG00000074283.5,ENSG00000159915,ZNF233
Chordc1,ENSMUSG00000001774.8,ENSG00000110172,CHORDC1
Gm9045,ENSMUSG00000112027.1,ENSG00000096401,CDC5L
Prrx1,ENSMUSG00000026586.16,ENSG00000116132,PRRX1
Lpxn,ENSMUSG00000024696.9,ENSG00000110031,LPXN
Sytl3,ENSMUSG00000041831.17,ENSG00000164674,SYTL3
Zfp273,ENSMUSG00000030446.17,ENSG00000197013,ZNF429
Gm9046,ENSMUSG00000112781.1,ENSG00000096401,CDC5L
Smg7,ENSMUSG00000042772.15,ENSG00000116698,SMG7
Prmt7,ENSMUSG00000060098.11,ENSG00000132600,PRMT7
Fezf1,ENSMUSG00000029697.6,ENSG00000128610,FEZF1
Ccdc154,ENSMUSG00000059562.14,ENSG00000197599,CCDC154
Gnl3,ENSMUSG00000042354.7,ENSG00000163938,GNL3
Nlk,ENSMUSG00000017376.15,ENSG00000087095,NLK
Papss2,ENSMUSG00000024899.7,ENSG00000198682,PAPSS2
Arhgef16,ENSMUSG00000029032.12,ENSG00000130762,ARHGEF16
Tmem223,ENSMUSG00000117924.1,ENSG00000168569,TMEM223
Urgcp,ENSMUSG00000049680.17,ENSG00000106608,URGCP
Npffr2,ENSMUSG00000035528.4,ENSG00000056291,NPFFR2
Nmt1,ENSMUSG00000020936.8,ENSG00000136448,NMT1
Fam110a,ENSMUSG00000027459.16,ENSG00000125898,FAM110A
Pkd2,ENSMUSG00000034462.9,ENSG00000118762,PKD2
Zfp108,ENSMUSG00000030486.9,ENSG00000159915,ZNF233
Mtfp1,ENSMUSG00000004748.5,ENSG00000242114,MTFP1
Pdia4,ENSMUSG00000025823.9,ENSG00000155660,PDIA4
Gm28891,ENSMUSG00000095141.7,ENSG00000139351,SYCP3
Pdia5,ENSMUSG00000022844.8,ENSG00000065485,PDIA5
Zfp93,ENSMUSG00000055305.15,ENSG00000159915,ZNF233
Arl8b,ENSMUSG00000030105.8,ENSG00000134108,ARL8B
Hibadh,ENSMUSG00000029776.11,ENSG00000106049,HIBADH
Ide,ENSMUSG00000056999.15,ENSG00000119912,IDE
Acap1,ENSMUSG00000001588.12,ENSG00000072818,ACAP1
Gnat3,ENSMUSG00000028777.8,ENSG00000214415,GNAT3
Tmem179b,ENSMUSG00000118346.1,ENSG00000185475,TMEM179B
2610001J05Rik,ENSMUSG00000052419.7,ENSG00000214194,SMIM30
Gnb3,ENSMUSG00000023439.11,ENSG00000111664,GNB3
Shkbp1,ENSMUSG00000089832.8,ENSG00000160410,SHKBP1
Gm5244,ENSMUSG00000091014.3,ENSG00000137818,RPLP1
Papola,ENSMUSG00000021111.15,ENSG00000090060,PAPOLA
Gm9048,ENSMUSG00000112495.1,ENSG00000096401,CDC5L
Gm9049,ENSMUSG00000112919.1,ENSG00000096401,CDC5L
Olfr1444,ENSMUSG00000046272.4,ENSG00000198283,OR5B21
Tmco1,ENSMUSG00000052428.10,ENSG00000143183,TMCO1
Dcakd,ENSMUSG00000020935.8,ENSG00000172992,DCAKD
Ctf1,ENSMUSG00000042340.6,ENSG00000150281,CTF1
Zfp786,ENSMUSG00000051499.7,ENSG00000197362,ZNF786
Tmem219,ENSMUSG00000060538.14,ENSG00000149932,TMEM219
Prmt8,ENSMUSG00000030350.8,ENSG00000111218,PRMT8
Camk2a,ENSMUSG00000024617.16,ENSG00000070808,CAMK2A
Smpd3,ENSMUSG00000031906.9,ENSG00000103056,SMPD3
Psmc5,ENSMUSG00000020708.12,ENSG00000087191,PSMC5
Tax1bp1,ENSMUSG00000004535.12,ENSG00000106052,TAX1BP1
Lamp1,ENSMUSG00000031447.7,ENSG00000185896,LAMP1
Dpy19l4,ENSMUSG00000045205.16,ENSG00000156162,DPY19L4
Olfr1445,ENSMUSG00000045126.2,ENSG00000172362,OR5B12
Osbpl6,ENSMUSG00000042359.18,ENSG00000079156,OSBPL6
Oog1,ENSMUSG00000096576.2,ENSG00000116721,PRAMEF1
Oog1,ENSMUSG00000096576.2,ENSG00000204479,PRAMEF17
Oog1,ENSMUSG00000096576.2,ENSG00000270601,PRAMEF5
Oog1,ENSMUSG00000096576.2,ENSG00000280267,PRAMEF26
Oog1,ENSMUSG00000096576.2,ENSG00000116726,PRAMEF12
Oog1,ENSMUSG00000096576.2,ENSG00000187545,PRAMEF10
Oog1,ENSMUSG00000096576.2,ENSG00000237700,PRAMEF33
Oog1,ENSMUSG00000096576.2,ENSG00000279804,PRAMEF18
Oog1,ENSMUSG00000096576.2,ENSG00000204505,PRAMEF9
Oog1,ENSMUSG00000096576.2,ENSG00000204478,PRAMEF20
Oog1,ENSMUSG00000096576.2,ENSG00000182330,PRAMEF8
Oog1,ENSMUSG00000096576.2,ENSG00000120952,PRAMEF2
Oog1,ENSMUSG00000096576.2,ENSG00000239810,PRAMEF11
Oog1,ENSMUSG00000096576.2,ENSG00000204481,PRAMEF14
Oog1,ENSMUSG00000096576.2,ENSG00000204510,PRAMEF7
Oog1,ENSMUSG00000096576.2,ENSG00000204501,PRAMEF15
Oog1,ENSMUSG00000096576.2,ENSG00000243073,PRAMEF4
Oog1,ENSMUSG00000096576.2,ENSG00000204480,PRAMEF19
Oog1,ENSMUSG00000096576.2,ENSG00000274764,PRAMEF27
Oog1,ENSMUSG00000096576.2,ENSG00000229571,PRAMEF25
Oog1,ENSMUSG00000096576.2,ENSG00000232423,PRAMEF6
Oog1,ENSMUSG00000096576.2,ENSG00000279169,PRAMEF13
Il17rb,ENSMUSG00000015966.17,ENSG00000056736,IL17RB
Cracr2a,ENSMUSG00000061414.8,ENSG00000130038,CRACR2A
Gm11758,ENSMUSG00000096530.7,ENSG00000285891,AC113348.1
Olfr1303,ENSMUSG00000093804.3,ENSG00000284662,OR4F16
Olfr1303,ENSMUSG00000093804.3,ENSG00000176269,OR4F21
Olfr1303,ENSMUSG00000093804.3,ENSG00000284733,OR4F29
Olfr1303,ENSMUSG00000093804.3,ENSG00000230178,OR4F3
Cldn12,ENSMUSG00000046798.14,ENSG00000157224,CLDN12
Smad7,ENSMUSG00000025880.11,ENSG00000101665,SMAD7
Cep126,ENSMUSG00000040729.8,ENSG00000110318,CEP126
Mms22l,ENSMUSG00000045751.16,ENSG00000146263,MMS22L
Pgap1,ENSMUSG00000073678.4,ENSG00000197121,PGAP1
Ccdc137,ENSMUSG00000049957.14,ENSG00000185298,CCDC137
Grtp1,ENSMUSG00000038515.10,ENSG00000139835,GRTP1
Epg5,ENSMUSG00000039840.8,ENSG00000152223,EPG5
Fbxo24,ENSMUSG00000089984.7,ENSG00000106336,FBXO24
Gal3st3,ENSMUSG00000047658.6,ENSG00000175229,GAL3ST3
Lmbrd1,ENSMUSG00000073725.8,ENSG00000168216,LMBRD1
Tnks,ENSMUSG00000031529.5,ENSG00000173273,TNKS
Gm2016,ENSMUSG00000072905.5,ENSG00000198692,EIF1AY
Pik3cd,ENSMUSG00000039936.18,ENSG00000171608,PIK3CD
Gm21293,ENSMUSG00000091779.8,ENSG00000183684,ALYREF
Fgd5,ENSMUSG00000034037.14,ENSG00000154783,FGD5
Gm2001,ENSMUSG00000113951.1,ENSG00000198258,UBL5
Slxl1,ENSMUSG00000067909.4,ENSG00000139351,SYCP3
Gm4027,ENSMUSG00000092019.4,ENSG00000198692,EIF1AY
Gm6763,ENSMUSG00000097427.5,ENSG00000183684,ALYREF
Glt8d1,ENSMUSG00000021916.16,ENSG00000016864,GLT8D1
Dvl3,ENSMUSG00000003233.12,ENSG00000161202,DVL3
St8sia2,ENSMUSG00000025789.9,ENSG00000140557,ST8SIA2
Pm20d1,ENSMUSG00000042251.12,ENSG00000162877,PM20D1
Gm2022,ENSMUSG00000113971.1,ENSG00000198692,EIF1AY
Trmt5,ENSMUSG00000034442.11,ENSG00000126814,TRMT5
Rinl,ENSMUSG00000051735.7,ENSG00000187994,RINL
Gm21936,ENSMUSG00000113201.1,ENSG00000198692,EIF1AY
BB287469,ENSMUSG00000079031.1,ENSG00000198692,EIF1AY
Syt8,ENSMUSG00000031098.18,ENSG00000149043,SYT8
Maf1,ENSMUSG00000022553.16,ENSG00000179632,MAF1
Gm16381,ENSMUSG00000113489.1,ENSG00000198258,UBL5
Arl16,ENSMUSG00000057594.12,ENSG00000214087,ARL16
Pcolce,ENSMUSG00000029718.14,ENSG00000106333,PCOLCE
Limch1,ENSMUSG00000037736.20,ENSG00000064042,LIMCH1
Gm21319,ENSMUSG00000095724.1,ENSG00000198692,EIF1AY
Actr8,ENSMUSG00000015971.5,ENSG00000113812,ACTR8
Zfp458,ENSMUSG00000055480.7,ENSG00000213799,ZNF845
M1ap,ENSMUSG00000030041.9,ENSG00000159374,M1AP
Ankrd40,ENSMUSG00000020864.13,ENSG00000154945,ANKRD40
Wdr20,ENSMUSG00000037957.14,ENSG00000140153,WDR20
Spidr,ENSMUSG00000041974.10,ENSG00000164808,SPIDR
Gm8764,ENSMUSG00000097878.5,ENSG00000183684,ALYREF
Heatr1,ENSMUSG00000050244.9,ENSG00000119285,HEATR1
Sema5b,ENSMUSG00000052133.16,ENSG00000082684,SEMA5B
Dmrt1,ENSMUSG00000024837.15,ENSG00000137090,DMRT1
Ppil6,ENSMUSG00000078451.5,ENSG00000185250,PPIL6
Klk1b4,ENSMUSG00000066513.4,ENSG00000167748,KLK1
Klk1b4,ENSMUSG00000066513.4,ENSG00000167751,KLK2
Klk1b4,ENSMUSG00000066513.4,ENSG00000142515,KLK3
Cyp4f37,ENSMUSG00000062464.6,ENSG00000186526,CYP4F8
Flcn,ENSMUSG00000032633.12,ENSG00000264187,AC055811.2
Nphs1,ENSMUSG00000006649.17,ENSG00000161270,NPHS1
Smyd1,ENSMUSG00000055027.17,ENSG00000115593,SMYD1
Prkra,ENSMUSG00000002731.6,ENSG00000180228,PRKRA
Klk1b16,ENSMUSG00000038968.3,ENSG00000167748,KLK1
Klk1b16,ENSMUSG00000038968.3,ENSG00000167751,KLK2
Klk1b16,ENSMUSG00000038968.3,ENSG00000142515,KLK3
Peg10,ENSMUSG00000092035.8,ENSG00000242265,PEG10
Zfp106,ENSMUSG00000027288.16,ENSG00000103994,ZNF106
Vpreb2,ENSMUSG00000059280.4,ENSG00000169575,VPREB1
Mypop,ENSMUSG00000048481.15,ENSG00000176182,MYPOP
Klk1b24,ENSMUSG00000063713.7,ENSG00000167748,KLK1
Klk1b24,ENSMUSG00000063713.7,ENSG00000167751,KLK2
Klk1b24,ENSMUSG00000063713.7,ENSG00000142515,KLK3
Map2k2,ENSMUSG00000035027.18,ENSG00000230626,AC011005.1
Map2k2,ENSMUSG00000035027.18,ENSG00000126934,MAP2K2
Sfrp1,ENSMUSG00000031548.7,ENSG00000104332,SFRP1
Inpp4b,ENSMUSG00000037940.17,ENSG00000109452,INPP4B
Klk1b3,ENSMUSG00000066515.3,ENSG00000167748,KLK1
Klk1b3,ENSMUSG00000066515.3,ENSG00000167751,KLK2
Klk1b3,ENSMUSG00000066515.3,ENSG00000142515,KLK3
Cnpy4,ENSMUSG00000036968.15,ENSG00000166997,CNPY4
Brd3,ENSMUSG00000026918.16,ENSG00000169925,BRD3
Zc3hav1,ENSMUSG00000029826.14,ENSG00000105939,ZC3HAV1
Atp6v0e2,ENSMUSG00000039347.7,ENSG00000171130,ATP6V0E2
Abhd15,ENSMUSG00000000686.11,ENSG00000168792,ABHD15
Rflna,ENSMUSG00000037962.7,ENSG00000178882,RFLNA
Adgrb2,ENSMUSG00000028782.14,ENSG00000121753,ADGRB2
Kmt5c,ENSMUSG00000059851.15,ENSG00000133247,KMT5C
Trpv2,ENSMUSG00000018507.16,ENSG00000187688,TRPV2
Trp53i13,ENSMUSG00000044328.13,ENSG00000167543,TP53I13
Mblac1,ENSMUSG00000049285.4,ENSG00000214309,MBLAC1
Kctd21,ENSMUSG00000044952.5,ENSG00000188997,KCTD21
Gm38655,ENSMUSG00000114245.1,ENSG00000284395,PERCC1
Mtmr12,ENSMUSG00000039458.15,ENSG00000150712,MTMR12
Ifng,ENSMUSG00000055170.4,ENSG00000111537,IFNG
9430015G10Rik,ENSMUSG00000059939.13,ENSG00000131591,C1orf159
Zcchc2,ENSMUSG00000038866.15,ENSG00000141664,ZCCHC2
Rrm2,ENSMUSG00000020649.11,ENSG00000171848,RRM2
Cebpd,ENSMUSG00000071637.5,ENSG00000221869,CEBPD
Tspan11,ENSMUSG00000030351.5,ENSG00000110900,TSPAN11
Vps13a,ENSMUSG00000046230.11,ENSG00000197969,VPS13A
BC003965,ENSMUSG00000067722.4,ENSG00000174109,C16orf91
Taok1,ENSMUSG00000017291.13,ENSG00000160551,TAOK1
Lgals8,ENSMUSG00000057554.13,ENSG00000116977,LGALS8
Serpina10,ENSMUSG00000061947.10,ENSG00000140093,SERPINA10
Tdrd12,ENSMUSG00000030491.16,ENSG00000173809,TDRD12
Gm21304,ENSMUSG00000097550.7,ENSG00000183684,ALYREF
Frmd5,ENSMUSG00000027238.17,ENSG00000171877,FRMD5
Nmi,ENSMUSG00000026946.9,ENSG00000123609,NMI
Gm21312,ENSMUSG00000094144.8,ENSG00000183684,ALYREF
Dctd,ENSMUSG00000031562.15,ENSG00000129187,DCTD
Gm10591,ENSMUSG00000096596.2,ENSG00000137077,CCL21
Slc52a3,ENSMUSG00000027463.14,ENSG00000101276,SLC52A3
Supt20,ENSMUSG00000027751.13,ENSG00000102710,SUPT20H
Crem,ENSMUSG00000063889.16,ENSG00000095794,CREM
Shcbp1,ENSMUSG00000022322.8,ENSG00000171241,SHCBP1
Pard3b,ENSMUSG00000052062.14,ENSG00000116117,PARD3B
Gm20765,ENSMUSG00000095022.8,ENSG00000183684,ALYREF
Ttc9,ENSMUSG00000042734.6,ENSG00000133985,TTC9
Sqle,ENSMUSG00000022351.14,ENSG00000104549,SQLE
Vamp3,ENSMUSG00000028955.3,ENSG00000049245,VAMP3
Map3k9,ENSMUSG00000042724.8,ENSG00000006432,MAP3K9
Ndufaf1,ENSMUSG00000027305.9,ENSG00000137806,NDUFAF1
Sgip1,ENSMUSG00000028524.21,ENSG00000118473,SGIP1
Tnfrsf9,ENSMUSG00000028965.13,ENSG00000049249,TNFRSF9
Gngt2,ENSMUSG00000038811.13,ENSG00000167083,GNGT2
Fndc5,ENSMUSG00000001334.9,ENSG00000160097,FNDC5
Olfr71,ENSMUSG00000046450.3,ENSG00000168828,OR13J1
Ntn4,ENSMUSG00000020019.4,ENSG00000074527,NTN4
Irf2bp1,ENSMUSG00000044030.4,ENSG00000170604,IRF2BP1
Hrct1,ENSMUSG00000071001.4,ENSG00000196196,HRCT1
Dnaaf1,ENSMUSG00000031831.6,ENSG00000154099,DNAAF1
Etaa1,ENSMUSG00000016984.7,ENSG00000143971,ETAA1
Rnf223,ENSMUSG00000110404.1,ENSG00000237330,RNF223
Abhd17c,ENSMUSG00000038459.10,ENSG00000136379,ABHD17C
Prkar2b,ENSMUSG00000002997.15,ENSG00000005249,PRKAR2B
Fyb2,ENSMUSG00000078612.9,ENSG00000187889,FYB2
Ugcg,ENSMUSG00000028381.8,ENSG00000148154,UGCG
Atp5j2,ENSMUSG00000038690.15,ENSG00000241468,ATP5MF
Gm11757,ENSMUSG00000096750.7,ENSG00000285891,AC113348.1
Dennd5a,ENSMUSG00000035901.14,ENSG00000184014,DENND5A
I830077J02Rik,ENSMUSG00000074342.3,ENSG00000143110,C1orf162
Gnai1,ENSMUSG00000057614.6,ENSG00000127955,GNAI1
Drosha,ENSMUSG00000022191.16,ENSG00000113360,DROSHA
Taf1c,ENSMUSG00000031832.15,ENSG00000103168,TAF1C
Ebf3,ENSMUSG00000010476.14,ENSG00000108001,EBF3
Foxa3,ENSMUSG00000040891.6,ENSG00000170608,FOXA3
Ythdf2,ENSMUSG00000040025.17,ENSG00000198492,YTHDF2
Gm13871,ENSMUSG00000096333.7,ENSG00000285891,AC113348.1
Rimklb,ENSMUSG00000040649.15,ENSG00000166532,RIMKLB
Dok1,ENSMUSG00000068335.6,ENSG00000115325,DOK1
Olfr1369-ps1,ENSMUSG00000060404.3,ENSG00000204704,OR2W1
Olfr263,ENSMUSG00000071522.3,ENSG00000204704,OR2W1
Ccdc57,ENSMUSG00000048445.6,ENSG00000176155,CCDC57
Nfxl1,ENSMUSG00000072889.9,ENSG00000170448,NFXL1
Il11ra2,ENSMUSG00000078735.4,ENSG00000258728,AL162231.3
Il11ra2,ENSMUSG00000078735.4,ENSG00000137070,IL11RA
Rassf7,ENSMUSG00000038618.12,ENSG00000099849,RASSF7
Gm11756,ENSMUSG00000093962.7,ENSG00000285891,AC113348.1
Olfr1177-ps,ENSMUSG00000075128.7,ENSG00000186886,OR5D3P
Nt5m,ENSMUSG00000032615.14,ENSG00000205309,NT5M
Trim27,ENSMUSG00000021326.13,ENSG00000204713,TRIM27
Bpifc,ENSMUSG00000050108.12,ENSG00000184459,BPIFC
Catsper1,ENSMUSG00000038498.4,ENSG00000175294,CATSPER1
Fbxo27,ENSMUSG00000037463.14,ENSG00000161243,FBXO27
Abi3,ENSMUSG00000018381.15,ENSG00000108798,ABI3
Xbp1,ENSMUSG00000020484.19,ENSG00000100219,XBP1
Cyp4f40,ENSMUSG00000090700.2,ENSG00000186115,CYP4F2
Krcc1,ENSMUSG00000053012.17,ENSG00000172086,KRCC1
Zfp90,ENSMUSG00000031907.9,ENSG00000184939,ZFP90
Pcmt1,ENSMUSG00000019795.17,ENSG00000120265,PCMT1
Adad2,ENSMUSG00000024266.8,ENSG00000140955,ADAD2
Serp1,ENSMUSG00000027808.8,ENSG00000120742,SERP1
Gadd45a,ENSMUSG00000036390.8,ENSG00000116717,GADD45A
Mboat2,ENSMUSG00000020646.17,ENSG00000143797,MBOAT2
3830403N18Rik,ENSMUSG00000031125.2,ENSG00000139351,SYCP3
Adamts3,ENSMUSG00000043635.12,ENSG00000156140,ADAMTS3
Esr2,ENSMUSG00000021055.14,ENSG00000140009,ESR2
Eif2a,ENSMUSG00000027810.14,ENSG00000144895,EIF2A
Cd209c,ENSMUSG00000040165.14,ENSG00000090659,CD209
Slc41a1,ENSMUSG00000013275.9,ENSG00000133065,SLC41A1
Diras2,ENSMUSG00000047842.7,ENSG00000165023,DIRAS2
Gpkow,ENSMUSG00000031148.14,ENSG00000068394,GPKOW
Pik3r1,ENSMUSG00000041417.15,ENSG00000145675,PIK3R1
Golt1b,ENSMUSG00000030245.10,ENSG00000111711,GOLT1B
